90.214.150.70,"BSKYB-BROADBAND-AS, GB",20140809183655,Gainsborough_Trinity_F.C.,https://en.wikipedia.org/w/index.php?diff=620535989
90.214.150.70,"BSKYB-BROADBAND-AS, GB",20110916174142,Hans_Asperger,https://en.wikipedia.org/w/index.php?diff=450839337
90.214.150.70,"BSKYB-BROADBAND-AS, GB",20110914225958,History_of_British_film_certificates,https://en.wikipedia.org/w/index.php?diff=450550701
90.214.150.70,"BSKYB-BROADBAND-AS, GB",20110914062802,Ghost_ship,https://en.wikipedia.org/w/index.php?diff=450424462
90.214.150.70,"BSKYB-BROADBAND-AS, GB",20110913190906,Death_Ship_(1980_film),https://en.wikipedia.org/w/index.php?diff=450341377
90.214.150.70,"BSKYB-BROADBAND-AS, GB",20110913190048,Death_Ship_(1980_film),https://en.wikipedia.org/w/index.php?diff=450340012
90.214.150.70,"BSKYB-BROADBAND-AS, GB",20110913171739,Sawed-off_shotgun,https://en.wikipedia.org/w/index.php?diff=450324191
90.214.150.70,"BSKYB-BROADBAND-AS, GB",20110913102813,Glen_Coe,https://en.wikipedia.org/w/index.php?diff=450270713
90.214.150.70,"BSKYB-BROADBAND-AS, GB",20110912090108,Improvised_firearm,https://en.wikipedia.org/w/index.php?diff=450027990
98.198.24.90,"COMCAST-7922 - Comcast Cable Communications, LLC, US",20111108115122,Bass_to_Mouth,https://en.wikipedia.org/w/index.php?diff=459615691
134.7.248.132,"CURTIN-UNI-AS-AP Curtin University, AU",20140429021315,Ryan_Nelsen,https://en.wikipedia.org/w/index.php?diff=606269847
134.7.248.132,"CURTIN-UNI-AS-AP Curtin University, AU",20140411032845,The_Judas_Tree_(Jonathan_Creek),https://en.wikipedia.org/w/index.php?diff=603693016
134.7.248.132,"CURTIN-UNI-AS-AP Curtin University, AU",20140408015612,The_Judas_Tree_(Jonathan_Creek),https://en.wikipedia.org/w/index.php?diff=603241669
134.7.248.132,"CURTIN-UNI-AS-AP Curtin University, AU",20140406060913,Mohamed_Amin_Osman,https://en.wikipedia.org/w/index.php?diff=602965578
134.7.248.132,"CURTIN-UNI-AS-AP Curtin University, AU",20140402034550,Ryan_Nelsen,https://en.wikipedia.org/w/index.php?diff=602365597
134.7.248.132,"CURTIN-UNI-AS-AP Curtin University, AU",20140321034444,Euler–Bernoulli_beam_theory,https://en.wikipedia.org/w/index.php?diff=600546998
134.7.248.132,"CURTIN-UNI-AS-AP Curtin University, AU",20140216080551,Kertson_Manswell,https://en.wikipedia.org/w/index.php?diff=595703247
134.7.248.132,"CURTIN-UNI-AS-AP Curtin University, AU",20140216080337,Kertson_Manswell,https://en.wikipedia.org/w/index.php?diff=595703112
134.7.248.132,"CURTIN-UNI-AS-AP Curtin University, AU",20140216080257,Kertson_Manswell,https://en.wikipedia.org/w/index.php?diff=595703056
134.7.248.132,"CURTIN-UNI-AS-AP Curtin University, AU",20140210090901,Elementary_symmetric_polynomial,https://en.wikipedia.org/w/index.php?diff=594798715
